request_id,tenant_id,apartment_id,request_date,start_month,duration
37997,998,740,2024-06-08,2024-08,19
38008,373,2268,2024-03-27,2024-07,21
38017,641,550,2020-07-24,2021-01,23
38019,293,1760,2022-12-14,2023-01,8
38023,889,1219,2022-02-19,2022-04,5
38029,194,1200,2024-05-01,2024-09,6
38035,785,785,2021-12-09,2022-03,6
38039,140,1495,2023-08-26,2023-09,3
38040,622,613,2023-09-07,2024-04,22
38042,503,922,2020-02-18,2020-07,17
38045,190,786,2020-01-02,2020-04,19
38046,473,2876,2023-04-25,2023-05,22
38047,975,198,2023-11-10,2024-01,24
38050,343,1695,2022-05-22,2023-05,10
38066,609,1245,2020-04-05,2020-06,22
38069,708,216,2022-03-18,2022-07,20
38076,188,2362,2020-02-15,2020-11,13
38078,973,335,2022-05-20,2023-02,21
38082,642,182,2021-06-11,2022-04,17
38084,352,1705,2020-05-05,2020-06,20
38085,92,273,2021-07-18,2021-09,5
38086,704,1081,2022-07-06,2023-02,7
38088,430,22,2023-04-24,2024-02,14
38089,77,254,2021-11-16,2022-09,16
38093,710,1183,2020-05-31,2020-09,4
38096,523,2429,2024-04-27,2024-07,16
38097,890,2106,2024-05-11,2024-10,5
38099,584,2094,2022-02-26,2023-02,15
38103,688,965,2021-10-14,2022-02,13
38105,183,239,2023-02-01,2023-06,21
38106,714,47,2023-11-24,2024-01,16
38107,500,2860,2024-02-05,2024-09,4
38109,527,2979,2020-04-22,2020-06,21
38112,121,889,2021-11-23,2022-01,7
38119,732,1133,2024-07-02,2024-12,5
38129,843,1957,2024-10-12,2024-11,6
38141,71,2872,2021-07-09,2021-09,23
38142,616,2502,2024-07-11,2024-12,18
38144,831,1622,2020-04-01,2021-02,23
38146,23,1431,2021-12-30,2022-02,23
38147,177,2473,2022-03-10,2022-07,3
38150,54,976,2024-04-23,2024-08,11
38156,147,262,2024-02-14,2024-05,5
38164,442,1205,2022-01-02,2022-08,19
38169,863,2129,2022-07-08,2022-08,14
38173,361,2108,2020-10-03,2021-05,24
38179,840,2319,2022-04-18,2022-07,15
38192,185,2670,2022-11-22,2023-10,11
38196,122,1968,2023-04-04,2024-04,13
38201,278,2699,2021-05-25,2021-07,5
38204,52,403,2023-05-04,2024-02,21
38206,241,442,2023-01-02,2023-12,20
38208,276,2716,2020-09-07,2021-09,8
38209,347,2606,2023-01-22,2023-04,10
38221,408,2852,2024-04-08,2024-05,7
38225,409,446,2023-02-22,2023-10,9
38237,140,1332,2022-07-25,2023-04,22
38238,168,2424,2022-10-12,2023-03,18
38243,315,305,2023-11-10,2024-11,24
38252,316,2499,2022-02-07,2022-11,22
38258,657,855,2022-02-26,2022-03,14
38264,241,1506,2023-04-02,2024-02,22
38271,538,2133,2022-12-30,2023-07,10
38274,776,1672,2021-01-20,2021-12,15
38287,471,2501,2022-01-24,2022-09,12
38288,411,2297,2021-07-20,2022-02,22
38292,458,2573,2023-11-14,2024-10,14
38293,725,2973,2021-04-26,2021-09,15
38301,707,475,2020-11-21,2021-09,14
38302,240,2200,2024-09-18,2024-12,14
38312,799,46,2022-12-29,2023-06,7
38320,854,1462,2020-10-11,2021-03,23
38325,28,1852,2023-12-11,2024-02,11
38333,229,1794,2022-05-23,2023-01,17
38346,516,1311,2021-08-05,2022-02,22
38351,117,2956,2023-06-22,2024-03,17
38353,217,1537,2023-10-02,2024-07,6
38356,97,522,2020-04-03,2021-02,3
38365,120,435,2024-06-12,2024-09,22
38372,900,2955,2021-05-26,2022-02,13
38376,682,951,2021-10-17,2022-10,9
38377,486,1365,2023-07-23,2024-03,12
38382,438,324,2023-09-28,2024-01,7
38383,248,1019,2023-04-09,2024-03,21
38394,580,395,2023-03-25,2023-06,23
38395,929,632,2020-07-05,2020-12,24
38398,499,191,2020-09-13,2021-09,23
38406,542,1155,2022-08-13,2022-11,19
38410,657,438,2022-02-16,2022-12,5
38420,394,796,2022-01-02,2022-03,18
38431,147,2599,2022-05-27,2023-05,13
38442,606,871,2021-04-07,2021-05,10
38444,378,2666,2021-03-23,2021-11,11
38451,818,2457,2023-04-18,2023-07,23
38455,215,676,2020-03-08,2020-11,15
38463,956,2710,2022-08-26,2023-06,7
38472,1,1139,2021-01-27,2022-01,3
38476,226,1791,2022-05-25,2022-06,14
38477,60,2256,2023-11-12,2023-12,11
38480,873,1282,2020-05-19,2021-03,24
38484,49,1136,2024-06-27,2024-12,18
38486,55,537,2021-11-07,2022-10,24
38487,645,2819,2021-02-01,2021-03,16
38488,51,1171,2023-11-30,2023-12,21
38492,19,83,2023-06-27,2023-11,6
38499,441,255,2023-06-19,2023-08,4
38500,183,1683,2023-05-24,2024-02,11
38515,370,589,2020-02-29,2020-10,8
38530,957,1323,2020-01-24,2020-05,17
38534,127,898,2024-01-17,2024-12,10
38537,472,1030,2022-02-19,2022-03,3
38540,203,2548,2023-05-10,2024-05,13
38541,555,2240,2021-08-21,2021-12,21
38549,160,1134,2021-11-11,2022-09,19
38552,463,586,2020-05-18,2021-02,8
38557,75,483,2021-12-01,2022-05,12
38560,733,570,2021-04-15,2021-08,21
38567,776,2540,2022-07-19,2022-09,14
38578,689,2026,2021-12-09,2022-01,12
38579,113,2634,2021-11-01,2022-07,5
38582,182,998,2024-04-14,2024-08,22
38583,906,637,2020-10-21,2021-07,3
38590,793,2636,2024-01-31,2024-05,16
38597,247,1586,2021-04-01,2021-11,15
38602,764,2071,2020-06-01,2021-01,12
38609,571,1831,2021-06-15,2021-11,15
38614,303,2073,2023-09-16,2024-05,15
38621,495,594,2022-08-14,2022-12,3
38625,391,2798,2023-12-12,2024-03,14
38627,182,1079,2023-12-15,2024-05,24
38632,374,1954,2024-06-26,2024-12,9
38636,105,1324,2020-10-25,2021-10,12
38639,589,2182,2022-04-19,2023-02,12
38640,322,434,2022-11-30,2023-03,17
38653,940,629,2022-06-13,2023-06,14
38654,265,2199,2024-01-06,2024-04,10
38662,48,2770,2020-02-17,2021-01,24
38666,994,26,2023-06-23,2024-04,23
38667,161,80,2021-08-30,2022-07,11
38671,736,2479,2021-05-09,2021-12,19
38673,335,1522,2020-11-03,2021-10,12
38674,94,2319,2023-04-04,2023-07,13
38677,470,1830,2022-11-06,2023-05,13
38684,103,2181,2024-06-21,2024-07,14
38690,988,2149,2024-07-02,2024-11,16
38693,514,899,2023-12-18,2024-06,18
38707,148,856,2021-04-14,2022-03,14
38712,277,748,2020-07-21,2020-10,16
38718,104,1150,2021-06-06,2021-08,15
38723,988,151,2021-03-10,2021-07,21
38729,989,830,2021-06-04,2022-01,9
38731,245,2053,2023-03-08,2024-01,21
38741,720,532,2020-11-22,2021-01,3
38742,345,745,2023-07-11,2023-12,24
38743,273,1010,2020-11-28,2020-12,13
38748,17,649,2023-03-24,2023-08,4
38752,429,1537,2020-01-28,2020-08,12
38754,41,741,2024-05-11,2024-12,13
38767,665,1845,2022-09-25,2023-08,11
38769,32,2159,2021-05-26,2022-05,12
38773,744,1329,2023-03-16,2023-08,22
38775,128,1953,2022-04-12,2023-01,22
38779,150,805,2024-06-20,2024-08,4
38792,893,282,2021-08-16,2021-11,15
38801,561,2430,2020-01-10,2020-06,3
38805,887,1591,2021-06-30,2022-01,19
38810,706,328,2023-04-15,2023-07,6
38814,746,749,2022-03-20,2022-06,23
38827,452,1397,2021-03-19,2021-11,23
38832,57,2079,2022-04-26,2022-10,18
38835,662,1931,2020-02-27,2020-10,10
38839,472,942,2022-09-11,2023-07,3
38841,99,1326,2023-09-10,2024-01,4
38849,182,705,2020-05-28,2021-01,6
38857,759,2576,2023-11-30,2024-08,18
38861,285,2048,2024-05-07,2024-09,9
38866,48,92,2024-03-27,2024-06,18
38867,584,448,2024-03-20,2024-12,6
38868,434,2212,2020-12-27,2021-05,3
38870,851,1390,2022-07-14,2023-06,21
38872,779,1979,2021-09-14,2022-08,19
38874,86,240,2021-07-31,2021-10,6
38875,160,2012,2023-08-06,2023-12,4
38879,800,1509,2023-06-03,2023-12,6
38888,597,1401,2023-07-15,2024-06,6
38912,956,1130,2022-09-15,2023-09,6
38916,343,2918,2023-06-21,2023-12,7
38921,607,381,2024-06-03,2024-07,5
38928,400,2503,2024-04-05,2024-06,6
38938,959,665,2022-08-30,2023-08,6
38941,634,1556,2020-09-25,2021-09,10
38951,194,470,2020-02-09,2020-05,18
38954,947,1676,2024-03-25,2024-06,8
38955,489,561,2022-07-26,2023-04,12
38971,859,2177,2021-10-07,2022-07,5
38974,913,339,2020-06-06,2021-03,21
38976,120,759,2022-01-23,2022-10,24
38990,411,1584,2022-01-26,2023-01,11
38991,177,2130,2023-03-09,2024-01,13
38994,242,2655,2021-09-10,2022-04,10
39000,150,1130,2020-05-10,2020-10,24
39007,968,1330,2020-01-02,2020-10,7
39012,624,2710,2023-11-25,2024-09,23
39018,9,1224,2024-02-02,2024-05,7
39028,286,1852,2023-08-13,2023-09,24
39029,372,396,2023-10-24,2024-08,15
39033,267,2369,2022-04-05,2023-04,5
39046,471,1023,2024-05-20,2024-08,12
39061,240,432,2024-08-26,2024-10,23
39064,953,772,2024-03-14,2024-09,12
39068,633,559,2023-06-29,2024-05,8
39072,438,1332,2023-03-20,2023-08,23
39076,885,625,2023-09-24,2024-05,9
39081,138,1639,2021-10-19,2022-08,8
39089,115,1400,2023-08-11,2024-03,12
39097,275,2230,2020-01-27,2020-12,7
39099,324,1998,2020-01-15,2020-04,7
39100,437,1467,2023-10-06,2023-11,10
39111,692,2068,2023-02-15,2023-11,23
39113,311,2048,2023-05-29,2024-04,20
39115,219,1988,2020-10-06,2020-12,24
39135,225,926,2024-04-10,2024-09,17
39136,195,1024,2022-10-27,2023-03,19
39141,54,1298,2024-04-08,2024-12,4
39146,185,174,2021-12-17,2022-04,12
39148,174,672,2020-08-27,2021-01,8
39157,64,2741,2023-10-18,2024-04,23
39159,496,1674,2021-03-22,2021-12,13
39163,275,2174,2020-02-27,2020-03,9
39164,322,2483,2020-06-29,2021-05,16
39172,744,2381,2020-04-15,2020-10,21
39177,278,1829,2020-09-22,2020-12,20
39184,59,331,2020-04-16,2021-03,13
39186,216,1353,2020-01-06,2020-11,23
39188,36,1383,2021-01-19,2021-11,19
39189,253,872,2024-05-02,2024-10,7
39192,448,696,2023-07-30,2024-02,23
39193,638,978,2020-08-09,2021-06,21
39195,63,2333,2023-06-12,2024-04,18
39198,502,502,2021-10-07,2022-06,16
39210,157,2700,2022-09-24,2023-08,15
39215,225,2765,2021-09-02,2021-10,14
39218,469,1369,2021-12-01,2022-05,7
39219,350,597,2021-03-23,2021-06,15
39230,826,2503,2023-11-09,2024-05,19
39231,758,1272,2020-12-17,2021-03,14
39239,18,2014,2020-04-04,2021-01,19
39250,1,2645,2020-04-09,2021-04,17
39256,489,1889,2023-12-31,2024-08,19
39265,80,89,2020-03-23,2020-12,24
39267,302,1796,2022-05-27,2022-10,20
39268,770,1091,2022-01-16,2022-03,10
39269,818,1722,2021-04-22,2021-05,12
39270,943,1782,2020-06-20,2020-09,8
39271,45,1871,2020-08-01,2021-04,18
39274,349,238,2023-06-03,2023-11,16
39276,605,2630,2022-01-30,2022-02,18
39282,45,2127,2020-04-25,2020-12,14
39283,216,1681,2021-10-06,2022-08,23
39285,12,441,2023-03-25,2024-01,22
39292,78,2172,2023-09-23,2024-06,9
39293,872,2696,2023-07-29,2024-06,16
39299,734,2390,2020-04-25,2020-09,5
39307,564,1793,2021-10-11,2022-09,7
39317,32,1573,2021-01-21,2021-02,7
39321,357,2848,2021-07-05,2022-07,23
39322,429,1018,2022-07-18,2022-11,14
39327,52,2925,2023-03-12,2023-08,17
39330,165,2160,2023-05-23,2024-02,24
39331,397,2029,2022-02-04,2022-08,24
39337,781,310,2024-01-01,2024-03,7
39338,679,2616,2020-10-06,2020-11,8
39340,434,1882,2020-12-16,2021-10,14
39353,1,1751,2021-09-16,2022-01,12
39355,845,2295,2023-12-19,2024-12,17
39360,583,1896,2023-08-20,2024-08,17
39363,441,2005,2023-02-16,2024-01,7
39368,399,2574,2022-11-19,2023-04,23
39388,130,2101,2023-04-06,2024-03,20
39390,338,216,2020-07-20,2020-08,23
39396,744,2365,2021-06-10,2021-08,4
39399,398,1344,2021-07-27,2021-08,7
39401,595,882,2024-04-17,2024-10,18
39404,728,1060,2021-03-04,2021-12,19
39408,748,1293,2021-11-13,2022-08,12
39416,818,2446,2022-11-21,2023-07,14
39428,377,1411,2022-03-31,2022-10,19
39430,145,1145,2023-07-14,2023-08,19
39431,777,94,2023-10-15,2024-03,8
39446,119,1850,2023-03-26,2024-03,23
39447,33,2467,2021-10-11,2022-02,16
39448,82,2152,2021-10-04,2022-10,17
39471,434,1481,2023-08-02,2023-12,6
39477,778,2872,2023-08-14,2023-11,20
39482,722,10,2024-09-20,2024-10,3
39505,687,2545,2022-12-21,2023-04,14
39510,496,1374,2024-02-06,2024-03,15
39518,620,2570,2021-10-12,2022-08,23
39519,794,621,2020-09-06,2020-11,4
39521,889,730,2020-04-29,2020-08,5
39523,926,2149,2020-10-12,2021-05,12
39524,58,485,2023-07-19,2023-11,8
39526,247,208,2023-05-15,2024-04,12
39539,663,1070,2023-01-12,2023-10,10
39541,514,260,2023-07-19,2024-05,19
39548,314,1538,2020-01-08,2021-01,14
39550,482,988,2020-06-09,2020-09,11
39557,489,1273,2022-09-11,2023-03,3
39564,103,1158,2022-04-08,2023-04,7
39565,122,804,2021-10-12,2022-03,19
39582,197,350,2022-06-07,2023-03,23
39592,957,2940,2023-08-10,2024-08,3
39593,897,706,2022-07-19,2022-09,22
39597,774,1587,2024-04-16,2024-06,18
39608,638,2785,2020-08-15,2020-12,3
39610,820,1728,2023-04-08,2023-09,12
39621,101,13,2020-10-10,2020-11,7
39628,52,1756,2022-06-17,2023-05,23
39632,855,2503,2021-05-12,2022-02,8
39645,795,1832,2024-02-18,2024-04,20
39649,995,2369,2022-05-22,2022-10,18
39657,658,486,2023-09-28,2024-01,12
39660,996,1716,2021-10-19,2022-05,11
39674,665,2892,2024-01-13,2024-04,14
39681,737,526,2020-04-03,2021-04,21
39693,175,1501,2020-06-27,2020-09,13
39696,70,1210,2022-10-04,2022-12,19
39703,930,2654,2024-01-04,2024-08,3
39705,685,839,2021-03-05,2021-12,14
39706,425,985,2023-05-25,2024-05,23
39710,505,973,2020-11-22,2021-03,11
39711,773,274,2024-08-01,2024-12,9
39716,998,386,2022-02-08,2022-06,4
39720,415,977,2021-12-13,2022-12,5
39726,937,380,2020-12-11,2021-08,20
39742,493,2686,2022-09-06,2023-04,17
39743,924,814,2024-01-21,2024-11,24
39756,21,1956,2021-12-09,2022-06,13
39758,136,1990,2023-10-24,2024-08,18
39770,753,1571,2020-10-14,2021-05,15
39785,188,1855,2020-02-01,2020-08,5
39789,41,2863,2022-08-29,2023-04,11
39799,517,2924,2020-10-17,2021-01,16
39801,405,1101,2022-01-09,2022-09,4
39808,672,42,2024-01-09,2024-09,17
39810,416,2216,2023-07-11,2024-04,13
39820,497,1939,2021-03-27,2021-10,24
39827,949,617,2023-01-18,2023-09,17
39831,720,289,2022-05-14,2022-07,16
39834,878,2628,2022-01-03,2022-07,24
39836,366,802,2020-12-14,2021-06,19
39838,816,2769,2021-05-10,2022-01,20
39852,877,1775,2023-09-06,2024-08,20
39853,656,747,2023-01-18,2023-06,3
39858,830,1127,2023-06-09,2023-10,3
39878,614,2061,2023-09-28,2023-10,8
39888,763,603,2021-05-15,2022-03,6
39894,600,1654,2024-05-05,2024-11,21
39901,315,2600,2022-04-01,2022-10,11
39904,1,1917,2020-05-12,2020-08,22
39909,604,1597,2021-08-02,2022-02,6
39911,170,2399,2024-05-15,2024-06,4
39915,249,2768,2020-02-17,2020-08,6
39923,94,1227,2020-06-17,2020-09,4
39924,209,843,2020-05-04,2021-03,8
39933,346,130,2023-10-22,2024-10,9
39935,596,428,2022-01-25,2022-07,11
39941,378,251,2021-05-21,2022-02,22
39952,145,799,2022-07-26,2022-12,11
39960,802,2756,2020-02-23,2020-07,10
39961,686,2897,2022-07-04,2023-03,12
39970,164,1057,2022-10-01,2023-09,22
39972,717,1749,2020-08-23,2020-12,24
39984,173,970,2021-07-04,2021-08,23
39986,377,165,2023-07-18,2023-09,3
39988,848,470,2023-10-11,2023-12,14
39994,852,2831,2024-04-17,2024-10,10
39998,785,2598,2022-09-05,2023-06,5
40009,423,2438,2021-04-30,2021-08,18
40016,891,1465,2023-04-07,2024-02,24
40019,784,1772,2021-08-20,2022-08,10
40020,682,2591,2020-07-29,2020-12,21
40023,939,2737,2023-03-15,2024-03,18
40026,399,215,2022-04-15,2023-04,12
40028,779,1003,2020-12-24,2021-08,15
40035,431,1891,2023-09-09,2024-03,24
40047,757,1165,2021-10-30,2021-12,12
40048,532,2805,2022-02-20,2022-09,8
40053,488,4,2021-06-08,2021-09,15
40055,849,1701,2022-03-21,2022-10,3
40060,746,2203,2020-05-08,2021-03,4
40061,670,2010,2023-01-27,2023-03,5
40075,934,1960,2022-12-26,2023-04,14
40076,199,655,2020-08-20,2021-06,6
40080,696,2489,2020-11-24,2021-01,16
40087,544,1981,2020-03-16,2020-11,4
40091,971,836,2020-08-09,2021-06,19
40094,74,16,2020-02-10,2020-10,17
40105,945,631,2021-11-26,2022-10,3
40113,966,1231,2024-03-03,2024-05,8
40115,830,788,2024-08-20,2024-11,14
40118,959,2830,2021-01-22,2022-01,16
40127,538,846,2023-08-24,2024-05,12
40132,42,2933,2023-03-07,2023-04,5
40136,549,2149,2021-05-18,2021-11,6
40139,902,1572,2020-12-05,2021-05,3
40142,499,1105,2021-05-02,2022-05,19
40146,962,1390,2020-01-01,2021-01,7
40147,741,33,2020-05-06,2020-06,22
40160,413,1995,2021-02-28,2021-04,13
40175,687,1769,2023-08-02,2024-06,11
40179,856,2236,2024-01-21,2024-06,11
40180,461,1814,2023-03-14,2024-03,13
40181,679,1900,2022-11-12,2023-03,12
40185,634,289,2022-02-09,2022-05,23
40188,949,1555,2023-09-03,2024-05,4
40191,505,2359,2020-08-29,2020-10,16
40192,41,618,2024-01-05,2024-11,11
40201,618,972,2023-01-04,2023-11,23
40206,909,2285,2023-06-25,2023-11,16
40211,493,2034,2023-04-18,2023-05,5
40213,187,1070,2022-01-07,2022-10,16
40219,999,767,2020-07-21,2021-06,7
40220,924,878,2021-06-18,2021-11,7
40226,608,2900,2021-07-22,2022-06,9
40227,51,2667,2020-04-10,2020-06,17
40232,649,953,2023-02-07,2023-08,6
40234,379,1491,2021-08-21,2021-12,23
40249,696,414,2021-08-20,2021-12,7
40252,727,1152,2021-12-10,2022-02,9
40253,482,1940,2021-07-25,2022-07,15
40255,374,2890,2023-04-14,2023-06,19
40256,783,1967,2020-06-03,2021-01,17
40259,463,1841,2020-08-06,2020-11,21
40261,542,2397,2022-09-25,2023-04,9
40262,581,206,2020-08-07,2021-02,13
40266,906,1794,2021-02-27,2021-04,18
40269,545,1987,2022-02-04,2022-04,9
40276,779,582,2023-05-19,2023-11,10
40277,817,2059,2023-04-28,2023-10,14
40278,23,1086,2022-12-25,2023-08,7
40282,46,31,2023-11-23,2024-02,8
40285,430,1279,2021-01-28,2021-07,3
40286,3,1657,2023-03-31,2023-05,17
40289,5,1380,2020-03-05,2020-06,13
40298,464,6,2020-10-27,2020-12,19
40300,999,488,2023-11-06,2024-11,17
40308,322,1766,2020-04-07,2020-08,5
40309,865,1018,2023-06-19,2024-01,18
40313,857,2219,2024-03-01,2024-08,20
40332,364,270,2023-03-29,2023-07,3
40340,752,2368,2022-11-13,2023-03,11
40345,303,883,2021-12-28,2022-08,5
40353,351,1713,2020-05-25,2020-10,10
40354,910,2280,2023-09-04,2024-01,20
40355,525,1527,2024-03-05,2024-05,4
40357,221,1979,2020-11-18,2021-06,9
40360,581,1338,2020-06-10,2021-06,23
40363,190,438,2022-07-20,2022-10,21
40372,266,970,2023-03-18,2023-04,6
40374,161,42,2021-08-30,2022-08,24
40396,731,835,2023-10-11,2023-12,24
40398,933,1700,2023-09-02,2024-08,5
40402,164,1969,2022-11-04,2023-09,20
40419,515,340,2020-12-30,2021-08,7
40421,463,1591,2020-02-26,2020-04,22
40428,543,1027,2020-05-27,2020-10,22
40436,57,1733,2020-06-21,2021-05,17
40441,239,1487,2023-10-17,2024-09,22
40442,665,1948,2020-07-23,2021-01,5
40444,125,2466,2020-12-31,2021-05,22
40448,360,2931,2022-08-16,2023-08,24
40450,467,2255,2023-09-26,2023-10,18
40455,212,1842,2023-09-07,2024-03,23
40463,118,2066,2023-02-20,2023-11,8
40465,683,2354,2021-01-02,2021-10,16
40468,10,2258,2022-08-14,2022-09,18
40469,548,2661,2023-11-07,2024-01,18
40488,834,2520,2021-06-22,2021-11,24
40493,173,832,2023-11-26,2024-08,6
40509,154,2683,2023-08-31,2024-01,24
40510,724,97,2020-06-05,2020-12,16
40514,604,1959,2020-11-28,2021-01,9
40518,755,1401,2023-01-19,2023-06,9
40523,523,92,2023-10-22,2024-01,16
40526,351,1753,2023-02-13,2024-01,15
40533,743,2240,2021-01-15,2021-04,20
40534,322,2329,2021-12-03,2022-08,15
40541,713,2910,2023-02-22,2024-01,20
40546,746,2922,2021-12-08,2022-08,9
40564,431,2363,2020-11-11,2021-01,20
40570,71,833,2021-10-03,2022-06,23
40578,39,2669,2023-09-22,2023-12,9
40581,124,2014,2022-04-13,2022-12,3
40584,841,2164,2021-06-04,2021-12,5
40595,898,1774,2024-01-20,2024-05,5
40600,863,88,2021-08-31,2022-07,15
40607,130,2528,2024-03-24,2024-05,24
40608,466,2975,2021-05-05,2021-12,12
40610,2,2213,2020-10-01,2021-08,14
40618,639,501,2022-08-25,2022-11,15
40624,641,1236,2021-07-07,2022-03,24
40626,777,1166,2021-05-20,2022-05,21
40630,256,349,2024-02-09,2024-05,4
40632,931,2714,2020-02-10,2020-04,24
40633,728,1920,2021-03-10,2021-07,14
40637,18,219,2022-08-22,2023-07,4
40647,792,1116,2020-09-12,2021-02,15
40651,182,2317,2023-10-25,2024-10,4
40657,255,252,2020-07-23,2021-04,9
40659,683,966,2022-08-07,2023-07,16
40663,816,1825,2021-05-22,2022-01,13
40671,544,1717,2023-08-10,2023-10,13
40694,183,2479,2023-08-17,2024-01,16
40696,81,2505,2022-11-22,2023-10,23
40697,424,74,2022-03-18,2023-02,7
40699,60,77,2023-05-29,2023-07,4
40702,72,2839,2023-02-26,2023-12,9
40706,793,262,2021-11-05,2022-01,6
40708,751,805,2022-04-11,2022-05,8
40718,15,2924,2020-05-18,2020-07,13
40722,285,2186,2023-01-09,2023-08,18
40726,16,2087,2021-07-23,2022-01,24
40727,372,786,2023-05-17,2024-04,10
40728,900,2125,2020-02-04,2020-06,11
40731,577,191,2020-12-06,2021-06,22
40753,57,1139,2021-02-17,2021-08,21
40754,893,1888,2021-09-07,2022-03,6
40755,845,671,2021-06-09,2021-10,9
40763,765,1777,2024-01-30,2024-10,7
40767,918,1292,2021-03-13,2021-05,21
40768,357,863,2022-05-18,2022-06,9
40778,958,166,2020-11-13,2021-02,23
40779,886,813,2024-05-21,2024-11,3
40783,195,2792,2023-03-28,2024-02,17
40791,180,2983,2024-01-03,2024-06,13
40802,347,1146,2023-08-08,2024-07,15
40806,761,2171,2020-01-08,2020-04,20
40813,865,1387,2021-07-27,2022-01,22
40817,617,148,2020-02-18,2020-11,3
40821,551,1728,2023-12-20,2024-07,4
40823,911,1012,2020-06-20,2020-08,24
40824,18,983,2022-04-29,2023-03,15
40829,456,1314,2020-05-23,2020-08,13
40830,528,654,2020-09-30,2020-11,22
40831,429,677,2022-06-29,2023-04,4
40835,833,1879,2022-12-25,2023-01,3
40839,793,1686,2022-07-15,2023-01,13
40844,261,1687,2022-04-30,2022-12,23
40848,389,1683,2022-04-20,2022-08,5
40855,514,26,2022-02-10,2022-07,18
40864,129,2330,2023-02-06,2024-02,9
40867,626,1285,2021-12-22,2022-07,24
40870,762,2340,2022-06-28,2022-08,22
40873,571,1680,2024-09-17,2024-10,4
40875,526,764,2020-08-23,2021-08,15
40881,842,23,2023-06-16,2023-11,12
40884,762,740,2022-06-15,2023-01,16
40894,651,883,2020-09-12,2021-05,5
40897,556,2972,2022-01-09,2022-04,3
40903,99,1505,2023-05-27,2023-06,18
40905,377,1662,2023-09-15,2024-09,19
40931,231,1301,2020-11-13,2021-11,18
40937,473,854,2024-05-12,2024-11,6
40938,654,1227,2020-09-25,2021-09,6
40944,310,697,2022-09-22,2023-04,3
40945,574,31,2023-08-24,2024-08,18
40948,888,1698,2022-12-07,2023-07,11
40950,399,2541,2022-08-13,2022-09,17
40955,818,909,2023-02-04,2023-09,4
40959,854,1027,2022-07-06,2022-11,7
40961,849,2846,2022-01-02,2022-07,17
40976,680,2373,2023-08-22,2024-02,20
40977,877,1873,2021-01-24,2021-10,17
40983,519,1003,2022-03-05,2022-07,19
40984,184,2658,2020-08-11,2021-04,13
40987,770,108,2024-03-09,2024-04,11
40989,364,545,2023-06-12,2023-07,17
40992,440,895,2024-07-12,2024-08,10
40996,877,238,2022-07-08,2022-08,18
41009,456,2247,2021-07-23,2022-04,4
41017,856,1563,2020-11-09,2021-08,22
41021,189,1629,2024-01-04,2024-04,17
41025,383,1995,2023-06-03,2023-09,6
41027,650,1049,2021-07-20,2022-04,15
41028,152,2585,2021-10-18,2022-05,16
41032,126,2506,2023-10-31,2023-12,8
41033,759,1140,2022-04-04,2023-01,18
41035,961,212,2024-07-29,2024-12,16
41036,234,808,2021-07-13,2022-02,23
41039,795,482,2022-06-30,2023-06,11
41043,901,1907,2021-03-05,2021-06,17
41053,597,1642,2020-01-29,2020-10,20
41057,546,579,2020-03-23,2020-07,16
41058,120,1321,2022-01-02,2022-10,9
41061,547,1125,2020-06-23,2021-02,13
41062,183,30,2021-08-08,2021-10,17
41070,763,1783,2023-11-13,2024-04,12
41079,129,689,2021-06-20,2021-10,22
41085,562,1917,2020-12-13,2021-11,18
41087,190,1070,2021-09-24,2022-04,4
41092,37,2884,2023-07-17,2024-03,21
41104,920,2235,2022-04-15,2022-11,14
41107,204,1024,2020-11-29,2021-11,18
41110,576,334,2020-12-18,2021-08,14
41114,564,1358,2021-10-23,2021-11,12
41115,52,309,2021-03-13,2021-09,17
41117,879,846,2020-09-08,2021-05,18
41122,663,895,2023-11-24,2024-01,11
41127,600,1939,2021-07-04,2022-07,23
41139,473,686,2024-05-19,2024-10,15
41140,225,1213,2022-10-30,2023-10,14
41142,867,2177,2022-06-13,2023-05,6
41146,222,2490,2022-06-24,2022-09,4
41162,691,1844,2023-04-25,2023-07,8
41163,189,1580,2023-06-05,2023-10,19
41165,849,1359,2021-05-17,2022-05,5
41169,319,2571,2020-09-15,2021-02,22
41179,922,79,2024-04-30,2024-05,9
41188,36,998,2021-02-04,2021-08,22
41191,707,712,2021-12-01,2022-09,17
41196,919,1864,2021-10-30,2022-04,11
41210,340,1457,2022-05-30,2022-07,6
41214,65,460,2021-02-15,2021-07,19
41217,298,2410,2023-02-19,2023-06,20
41219,985,2029,2024-01-11,2024-03,10
41222,853,502,2020-10-02,2021-06,4
41226,347,93,2023-05-30,2023-11,17
41229,896,189,2021-09-16,2022-03,17
41230,592,534,2023-10-12,2024-07,9
41235,8,2408,2023-12-21,2024-11,12
41237,178,2654,2020-05-11,2021-02,15
41240,589,2023,2020-09-16,2020-10,12
41242,354,606,2021-07-09,2022-02,16
41243,405,216,2020-09-28,2020-10,15
41250,675,548,2023-06-13,2024-05,18
41261,111,1326,2024-01-06,2024-08,17
41262,922,1997,2020-07-15,2020-08,22
41269,623,530,2021-08-12,2022-05,19
41270,148,1972,2023-10-07,2024-07,7
41291,309,2467,2020-04-28,2020-09,23
41297,702,948,2022-02-04,2022-04,12
41298,105,2788,2022-03-26,2023-02,24
41299,938,1942,2022-11-15,2023-09,9
41301,300,2393,2021-11-18,2022-05,17
